fetched_utc,route_id,direction,length_m,travel_s,freeflow_s,delay_s
2026-07-25T05:16:39Z,peiraios,ba,590,80,64,0
2026-07-25T05:27:03Z,strovolou,ab,5400,558,504,0
2026-07-25T05:27:03Z,strovolou,ba,4712,449,404,0
2026-07-25T05:27:03Z,tseriou,ab,2555,295,225,0
2026-07-25T05:27:03Z,tseriou,ba,3739,408,372,0
2026-07-25T05:27:03Z,prodromou,ab,2418,279,254,0
2026-07-25T05:27:03Z,prodromou,ba,2414,324,299,0
2026-07-25T05:27:03Z,akropoleos,ab,5010,586,463,0
2026-07-25T05:27:03Z,akropoleos,ba,5145,552,479,0
2026-07-25T05:27:03Z,athalassas,ab,2793,331,282,0
2026-07-25T05:27:03Z,athalassas,ba,6037,630,534,0
2026-07-25T05:27:03Z,lemesou,ab,2014,255,213,0
2026-07-25T05:27:03Z,lemesou,ba,2007,233,196,0
2026-07-25T05:27:03Z,sp_kyprianou,ab,6489,644,585,0
2026-07-25T05:27:03Z,sp_kyprianou,ba,6573,672,627,0
2026-07-25T05:27:03Z,archangelou,ab,7265,575,523,0
2026-07-25T05:27:03Z,archangelou,ba,6911,629,591,0
2026-07-25T05:27:03Z,konstantinoup,ab,2628,301,291,0
2026-07-25T05:27:03Z,konstantinoup,ba,2629,331,313,0
2026-07-25T05:27:03Z,stavrou,ab,2187,224,208,0
2026-07-25T05:27:03Z,stavrou,ba,2245,214,206,0
2026-07-25T05:27:03Z,makedonitissas,ab,3632,442,395,0
2026-07-25T05:27:03Z,makedonitissas,ba,2705,301,290,0
2026-07-25T05:27:03Z,armenias,ab,1079,133,119,0
2026-07-25T05:27:03Z,armenias,ba,1079,163,132,0
2026-07-25T05:27:03Z,arch_kyprianou,ab,1701,227,215,0
2026-07-25T05:27:03Z,arch_kyprianou,ba,1726,229,202,0
2026-07-25T05:27:03Z,a1_motorway,ab,10597,351,349,0
2026-07-25T05:27:03Z,a1_motorway,ba,14048,562,558,0
2026-07-25T05:27:03Z,makariou_lakat,ab,5849,614,516,0
2026-07-25T05:27:03Z,makariou_lakat,ba,6901,648,583,0
2026-07-25T05:27:03Z,griva_digeni,ab,4212,471,441,0
2026-07-25T05:27:03Z,griva_digeni,ba,5350,729,681,0
2026-07-25T05:27:03Z,aglantzias,ab,1775,195,177,0
2026-07-25T05:27:03Z,aglantzias,ba,3098,424,372,0
2026-07-25T05:27:03Z,kranidioti,ab,1458,111,105,0
2026-07-25T05:27:03Z,kranidioti,ba,1652,126,117,0
2026-07-25T05:27:03Z,perimetrikos,ab,2510,243,229,0
2026-07-25T05:27:03Z,perimetrikos,ba,2094,171,164,0
2026-07-25T05:27:03Z,hatziiosif,ab,2049,238,195,0
2026-07-25T05:27:03Z,hatziiosif,ba,2045,239,202,0
2026-07-25T05:27:03Z,perikleous,ab,2238,273,232,0
2026-07-25T05:27:03Z,perikleous,ba,2649,301,273,0
2026-07-25T05:27:03Z,avraamidi,ab,1264,164,140,0
2026-07-25T05:27:03Z,avraamidi,ba,1266,176,150,0
2026-07-25T05:27:03Z,athinon,ab,1573,209,204,0
2026-07-25T05:27:03Z,athinon,ba,1040,161,134,0
2026-07-25T05:27:03Z,tasou_markou,ab,544,77,70,0
2026-07-25T05:27:03Z,tasou_markou,ba,492,54,55,0
2026-07-25T05:27:03Z,peiraios,ab,590,95,71,0
2026-07-25T05:27:03Z,peiraios,ba,590,81,64,0
2026-07-25T05:37:28Z,strovolou,ab,5400,562,504,0
2026-07-25T05:37:28Z,strovolou,ba,4712,452,404,0
2026-07-25T05:37:28Z,tseriou,ab,2555,301,225,0
2026-07-25T05:37:28Z,tseriou,ba,3739,412,372,0
2026-07-25T05:37:28Z,prodromou,ab,2418,281,254,0
2026-07-25T05:37:28Z,prodromou,ba,2414,326,299,0
2026-07-25T05:37:28Z,akropoleos,ab,5010,584,463,0
2026-07-25T05:37:28Z,akropoleos,ba,5145,558,479,0
2026-07-25T05:37:28Z,athalassas,ab,2793,337,282,0
2026-07-25T05:37:28Z,athalassas,ba,6037,638,534,0
2026-07-25T05:37:28Z,lemesou,ab,2014,256,213,0
2026-07-25T05:37:28Z,lemesou,ba,2007,236,196,0
2026-07-25T05:37:28Z,sp_kyprianou,ab,6489,647,585,0
2026-07-25T05:37:28Z,sp_kyprianou,ba,6573,676,627,0
2026-07-25T05:37:28Z,archangelou,ab,7265,575,523,0
2026-07-25T05:37:28Z,archangelou,ba,6911,632,591,0
2026-07-25T05:37:28Z,konstantinoup,ab,2628,302,291,0
2026-07-25T05:37:28Z,konstantinoup,ba,2629,332,313,0
2026-07-25T05:37:28Z,stavrou,ab,2187,228,208,0
2026-07-25T05:37:28Z,stavrou,ba,2245,217,206,0
2026-07-25T05:37:28Z,makedonitissas,ab,3632,444,395,0
2026-07-25T05:37:28Z,makedonitissas,ba,2705,301,290,0
2026-07-25T05:37:28Z,armenias,ab,1079,135,119,0
2026-07-25T05:37:28Z,armenias,ba,1079,165,132,0
2026-07-25T05:37:28Z,arch_kyprianou,ab,1701,229,215,0
2026-07-25T05:37:28Z,arch_kyprianou,ba,1726,232,202,0
2026-07-25T05:37:28Z,a1_motorway,ab,10597,351,349,0
2026-07-25T05:37:28Z,a1_motorway,ba,14048,563,558,0
2026-07-25T05:37:28Z,makariou_lakat,ab,5849,621,516,0
2026-07-25T05:37:28Z,makariou_lakat,ba,6901,658,583,0
2026-07-25T05:37:28Z,griva_digeni,ab,4212,473,441,0
2026-07-25T05:37:28Z,griva_digeni,ba,5350,731,681,0
2026-07-25T05:37:28Z,aglantzias,ab,1775,197,177,0
2026-07-25T05:37:28Z,aglantzias,ba,3098,428,372,0
2026-07-25T05:37:28Z,kranidioti,ab,1458,111,105,0
2026-07-25T05:37:28Z,kranidioti,ba,1652,126,117,0
2026-07-25T05:37:28Z,perimetrikos,ab,2510,244,229,0
2026-07-25T05:37:28Z,perimetrikos,ba,2094,172,164,0
2026-07-25T05:37:28Z,hatziiosif,ab,2049,240,195,0
2026-07-25T05:37:28Z,hatziiosif,ba,2045,242,202,0
2026-07-25T05:37:28Z,perikleous,ab,2238,276,232,0
2026-07-25T05:37:28Z,perikleous,ba,2649,305,273,0
2026-07-25T05:37:28Z,avraamidi,ab,1264,164,140,0
2026-07-25T05:37:28Z,avraamidi,ba,1266,176,150,0
2026-07-25T05:37:28Z,athinon,ab,1573,211,204,0
2026-07-25T05:37:28Z,athinon,ba,1040,166,134,0
2026-07-25T05:37:28Z,tasou_markou,ab,544,77,70,0
2026-07-25T05:37:28Z,tasou_markou,ba,492,54,55,0
2026-07-25T05:37:28Z,peiraios,ab,590,95,71,0
2026-07-25T05:37:28Z,peiraios,ba,590,81,64,0
2026-07-25T05:47:51Z,strovolou,ab,5400,565,504,0
2026-07-25T05:47:51Z,strovolou,ba,4712,455,404,0
2026-07-25T05:47:51Z,tseriou,ab,2555,308,225,0
2026-07-25T05:47:51Z,tseriou,ba,3739,418,372,0
2026-07-25T05:47:51Z,prodromou,ab,2418,282,254,0
2026-07-25T05:47:51Z,prodromou,ba,2414,327,299,0
2026-07-25T05:47:51Z,akropoleos,ab,5010,583,463,0
2026-07-25T05:47:51Z,akropoleos,ba,5145,565,479,0
2026-07-25T05:47:51Z,athalassas,ab,2793,343,282,0
2026-07-25T05:47:51Z,athalassas,ba,6037,651,534,0
2026-07-25T05:47:51Z,lemesou,ab,2014,255,213,0
2026-07-25T05:47:51Z,lemesou,ba,2007,238,196,0
2026-07-25T05:47:51Z,sp_kyprianou,ab,6489,649,585,0
2026-07-25T05:47:51Z,sp_kyprianou,ba,6573,681,627,0
2026-07-25T05:47:51Z,archangelou,ab,7265,575,523,0
2026-07-25T05:47:51Z,archangelou,ba,6911,635,591,0
2026-07-25T05:47:51Z,konstantinoup,ab,2628,303,291,0
2026-07-25T05:47:51Z,konstantinoup,ba,2629,333,313,0
2026-07-25T05:47:51Z,stavrou,ab,2187,232,208,0
2026-07-25T05:47:51Z,stavrou,ba,2245,219,206,0
2026-07-25T05:47:51Z,makedonitissas,ab,3632,443,395,0
2026-07-25T05:47:51Z,makedonitissas,ba,2705,301,290,0
2026-07-25T05:47:51Z,armenias,ab,1079,136,119,0
2026-07-25T05:47:51Z,armenias,ba,1079,165,132,0
2026-07-25T05:47:51Z,arch_kyprianou,ab,1701,230,215,0
2026-07-25T05:47:51Z,arch_kyprianou,ba,1726,236,202,0
2026-07-25T05:47:51Z,a1_motorway,ab,10597,351,349,0
2026-07-25T05:47:51Z,a1_motorway,ba,14048,566,558,0
2026-07-25T05:47:51Z,makariou_lakat,ab,5849,629,516,0
2026-07-25T05:47:51Z,makariou_lakat,ba,6901,668,583,0
2026-07-25T05:47:51Z,griva_digeni,ab,4212,474,441,0
2026-07-25T05:47:51Z,griva_digeni,ba,5350,735,681,0
2026-07-25T05:47:51Z,aglantzias,ab,1775,198,177,0
2026-07-25T05:47:51Z,aglantzias,ba,3098,432,372,0
2026-07-25T05:47:51Z,kranidioti,ab,1458,111,105,0
2026-07-25T05:47:51Z,kranidioti,ba,1652,126,117,0
2026-07-25T05:47:51Z,perimetrikos,ab,2510,244,229,0
2026-07-25T05:47:51Z,perimetrikos,ba,2094,172,164,0
2026-07-25T05:47:51Z,hatziiosif,ab,2049,243,195,0
2026-07-25T05:47:51Z,hatziiosif,ba,2045,245,202,0
2026-07-25T05:47:51Z,perikleous,ab,2238,280,232,0
2026-07-25T05:47:51Z,perikleous,ba,2649,309,273,0
2026-07-25T05:47:51Z,avraamidi,ab,1264,166,140,0
2026-07-25T05:47:51Z,avraamidi,ba,1266,177,150,0
2026-07-25T05:47:51Z,athinon,ab,1573,213,204,0
2026-07-25T05:47:51Z,athinon,ba,1040,171,134,0
2026-07-25T05:47:51Z,tasou_markou,ab,544,77,70,0
2026-07-25T05:47:51Z,tasou_markou,ba,492,54,55,0
2026-07-25T05:47:51Z,peiraios,ab,590,94,71,0
2026-07-25T05:47:51Z,peiraios,ba,590,82,64,0
2026-07-25T05:58:15Z,strovolou,ab,5400,569,504,0
2026-07-25T05:58:15Z,strovolou,ba,4712,459,404,0
2026-07-25T05:58:15Z,tseriou,ab,2555,317,225,0
2026-07-25T05:58:15Z,tseriou,ba,3739,424,372,0
2026-07-25T05:58:15Z,prodromou,ab,2418,283,254,0
2026-07-25T05:58:15Z,prodromou,ba,2414,328,299,0
2026-07-25T05:58:15Z,akropoleos,ab,5010,582,463,0
2026-07-25T05:58:15Z,akropoleos,ba,5145,570,479,0
2026-07-25T05:58:15Z,athalassas,ab,2793,350,282,0
2026-07-25T05:58:15Z,athalassas,ba,7097,655,568,0
2026-07-25T05:58:15Z,lemesou,ab,2014,256,213,0
2026-07-25T05:58:15Z,lemesou,ba,2007,241,196,0
2026-07-25T05:58:15Z,sp_kyprianou,ab,6489,650,585,0
2026-07-25T05:58:15Z,sp_kyprianou,ba,6573,686,627,0
2026-07-25T05:58:15Z,archangelou,ab,7265,577,523,0
2026-07-25T05:58:15Z,archangelou,ba,6911,638,591,0
2026-07-25T05:58:15Z,konstantinoup,ab,2628,304,291,0
2026-07-25T05:58:15Z,konstantinoup,ba,2629,334,313,0
2026-07-25T05:58:15Z,stavrou,ab,2187,236,208,0
2026-07-25T05:58:15Z,stavrou,ba,2245,222,206,0
2026-07-25T05:58:15Z,makedonitissas,ab,3632,445,395,0
2026-07-25T05:58:15Z,makedonitissas,ba,2705,301,290,0
2026-07-25T05:58:15Z,armenias,ab,1079,137,119,0
2026-07-25T05:58:15Z,armenias,ba,1079,166,132,0
2026-07-25T05:58:15Z,arch_kyprianou,ab,1701,232,215,0
2026-07-25T05:58:15Z,arch_kyprianou,ba,1726,240,202,0
2026-07-25T05:58:15Z,a1_motorway,ab,10597,352,349,0
2026-07-25T05:58:15Z,a1_motorway,ba,14048,566,558,0
2026-07-25T05:58:15Z,makariou_lakat,ab,5849,641,516,0
2026-07-25T05:58:15Z,makariou_lakat,ba,6901,678,583,0
2026-07-25T05:58:15Z,griva_digeni,ab,4212,477,441,0
2026-07-25T05:58:15Z,griva_digeni,ba,5350,738,681,0
2026-07-25T05:58:15Z,aglantzias,ab,1775,200,177,0
2026-07-25T05:58:15Z,aglantzias,ba,3098,435,372,0
2026-07-25T05:58:15Z,kranidioti,ab,1458,111,105,0
2026-07-25T05:58:15Z,kranidioti,ba,1652,126,117,0
2026-07-25T05:58:15Z,perimetrikos,ab,2510,245,229,0
2026-07-25T05:58:15Z,perimetrikos,ba,2094,173,164,0
2026-07-25T05:58:15Z,hatziiosif,ab,2049,245,195,0
2026-07-25T05:58:15Z,hatziiosif,ba,2045,248,202,0
2026-07-25T05:58:15Z,perikleous,ab,2238,285,232,0
2026-07-25T05:58:15Z,perikleous,ba,2649,315,273,0
2026-07-25T05:58:15Z,avraamidi,ab,1264,167,140,0
2026-07-25T05:58:15Z,avraamidi,ba,1266,178,150,0
2026-07-25T05:58:15Z,athinon,ab,1573,216,204,0
2026-07-25T05:58:15Z,athinon,ba,1040,177,134,0
2026-07-25T05:58:15Z,tasou_markou,ab,544,77,70,0
2026-07-25T05:58:15Z,tasou_markou,ba,492,54,55,0
2026-07-25T05:58:15Z,peiraios,ab,590,93,71,0
2026-07-25T05:58:15Z,peiraios,ba,590,82,64,0
2026-07-25T06:08:40Z,strovolou,ab,5400,570,504,0
2026-07-25T06:08:40Z,strovolou,ba,4712,459,404,0
2026-07-25T06:08:40Z,tseriou,ab,2555,323,225,0
2026-07-25T06:08:40Z,tseriou,ba,3739,427,372,0
2026-07-25T06:08:40Z,prodromou,ab,2418,282,254,0
2026-07-25T06:08:40Z,prodromou,ba,2414,328,299,0
2026-07-25T06:08:40Z,akropoleos,ab,5010,579,463,0
2026-07-25T06:08:40Z,akropoleos,ba,5145,572,479,0
2026-07-25T06:08:40Z,athalassas,ab,2793,355,282,0
2026-07-25T06:08:40Z,athalassas,ba,7097,656,568,0
2026-07-25T06:08:40Z,lemesou,ab,2014,256,213,0
2026-07-25T06:08:40Z,lemesou,ba,2007,243,196,0
2026-07-25T06:08:40Z,sp_kyprianou,ab,6489,648,585,0
2026-07-25T06:08:40Z,sp_kyprianou,ba,6573,687,627,0
2026-07-25T06:08:40Z,archangelou,ab,7265,574,523,0
2026-07-25T06:08:40Z,archangelou,ba,6911,637,591,0
2026-07-25T06:08:40Z,konstantinoup,ab,2628,303,291,0
2026-07-25T06:08:40Z,konstantinoup,ba,2629,332,313,0
2026-07-25T06:08:40Z,stavrou,ab,2187,238,208,0
2026-07-25T06:08:40Z,stavrou,ba,2245,224,206,0
2026-07-25T06:08:40Z,makedonitissas,ab,3632,444,395,0
2026-07-25T06:08:40Z,makedonitissas,ba,2705,299,290,0
2026-07-25T06:08:40Z,armenias,ab,1079,137,119,0
2026-07-25T06:08:40Z,armenias,ba,1079,167,132,0
2026-07-25T06:08:40Z,arch_kyprianou,ab,1701,232,215,0
2026-07-25T06:08:40Z,arch_kyprianou,ba,1726,242,202,0
2026-07-25T06:08:40Z,a1_motorway,ab,10597,351,349,0
2026-07-25T06:08:40Z,a1_motorway,ba,14048,564,558,0
2026-07-25T06:08:40Z,makariou_lakat,ab,5849,645,516,0
2026-07-25T06:08:40Z,makariou_lakat,ba,6901,682,583,0
2026-07-25T06:08:40Z,griva_digeni,ab,4212,475,441,0
2026-07-25T06:08:40Z,griva_digeni,ba,5350,738,681,0
2026-07-25T06:08:40Z,aglantzias,ab,1775,202,177,0
2026-07-25T06:08:40Z,aglantzias,ba,3098,435,372,0
2026-07-25T06:08:40Z,kranidioti,ab,1458,110,105,0
2026-07-25T06:08:40Z,kranidioti,ba,1652,124,117,0
2026-07-25T06:08:40Z,perimetrikos,ab,2510,243,229,0
2026-07-25T06:08:40Z,perimetrikos,ba,2094,172,164,0
2026-07-25T06:08:40Z,hatziiosif,ab,2049,247,195,0
2026-07-25T06:08:40Z,hatziiosif,ba,2045,249,202,0
2026-07-25T06:08:40Z,perikleous,ab,2238,288,232,0
2026-07-25T06:08:40Z,perikleous,ba,2649,318,273,0
2026-07-25T06:08:40Z,avraamidi,ab,1264,167,140,0
2026-07-25T06:08:40Z,avraamidi,ba,1266,178,150,0
2026-07-25T06:08:40Z,athinon,ab,1573,216,204,0
2026-07-25T06:08:40Z,athinon,ba,1040,183,134,0
2026-07-25T06:08:40Z,tasou_markou,ab,544,77,70,0
2026-07-25T06:08:40Z,tasou_markou,ba,492,53,55,0
2026-07-25T06:08:40Z,peiraios,ab,590,93,71,0
2026-07-25T06:08:40Z,peiraios,ba,590,82,64,0
2026-07-25T09:01:28Z,strovolou,ab,5400,600,504,0
2026-07-25T09:01:28Z,strovolou,ba,4712,506,404,0
2026-07-25T09:01:28Z,tseriou,ab,3240,362,284,0
2026-07-25T09:01:28Z,tseriou,ba,3739,499,372,0
2026-07-25T09:01:28Z,prodromou,ab,2418,292,254,0
2026-07-25T09:01:28Z,prodromou,ba,2414,337,299,0
2026-07-25T09:01:28Z,akropoleos,ab,5010,642,463,0
2026-07-25T09:01:28Z,akropoleos,ba,5145,652,479,0
2026-07-25T09:01:28Z,athalassas,ab,2793,447,282,0
2026-07-25T09:01:28Z,athalassas,ba,7097,730,568,0
2026-07-25T09:01:28Z,lemesou,ab,2014,283,213,0
2026-07-25T09:01:28Z,lemesou,ba,2007,285,196,0
2026-07-25T09:01:28Z,sp_kyprianou,ab,6489,697,585,0
2026-07-25T09:01:28Z,sp_kyprianou,ba,6573,789,627,0
2026-07-25T09:01:28Z,archangelou,ab,7265,613,523,0
2026-07-25T09:01:28Z,archangelou,ba,6911,671,591,0
2026-07-25T09:01:28Z,konstantinoup,ab,2628,311,291,0
2026-07-25T09:01:28Z,konstantinoup,ba,2629,336,313,0
2026-07-25T09:01:28Z,stavrou,ab,2187,283,208,0
2026-07-25T09:01:28Z,stavrou,ba,2245,262,206,0
2026-07-25T09:01:28Z,makedonitissas,ab,2904,445,408,0
2026-07-25T09:01:28Z,makedonitissas,ba,2705,312,290,0
2026-07-25T09:01:28Z,armenias,ab,1079,147,119,0
2026-07-25T09:01:28Z,armenias,ba,1079,193,132,0
2026-07-25T09:01:28Z,arch_kyprianou,ab,1701,254,215,0
2026-07-25T09:01:28Z,arch_kyprianou,ba,1726,294,202,0
2026-07-25T09:01:28Z,a1_motorway,ab,10597,351,349,0
2026-07-25T09:01:28Z,a1_motorway,ba,14048,582,558,0
2026-07-25T09:01:28Z,makariou_lakat,ab,6453,749,558,0
2026-07-25T09:01:28Z,makariou_lakat,ba,6316,778,613,0
2026-07-25T09:01:28Z,griva_digeni,ab,4212,513,441,0
2026-07-25T09:01:28Z,griva_digeni,ba,5350,794,681,0
2026-07-25T09:01:28Z,aglantzias,ab,1775,211,177,0
2026-07-25T09:01:28Z,aglantzias,ba,3098,467,372,0
2026-07-25T09:01:28Z,kranidioti,ab,1458,110,105,0
2026-07-25T09:01:28Z,kranidioti,ba,1652,122,117,0
2026-07-25T09:01:28Z,perimetrikos,ab,2510,245,229,0
2026-07-25T09:01:28Z,perimetrikos,ba,2094,177,164,0
2026-07-25T09:01:28Z,hatziiosif,ab,2049,306,195,0
2026-07-25T09:01:28Z,hatziiosif,ba,2045,288,202,0
2026-07-25T09:01:28Z,perikleous,ab,2238,351,232,0
2026-07-25T09:01:28Z,perikleous,ba,2649,370,273,0
2026-07-25T09:01:28Z,avraamidi,ab,1264,182,140,0
2026-07-25T09:01:28Z,avraamidi,ba,1266,196,150,0
2026-07-25T09:01:28Z,athinon,ab,1573,249,204,0
2026-07-25T09:01:28Z,athinon,ba,1040,247,134,0
2026-07-25T09:01:28Z,tasou_markou,ab,544,76,70,0
2026-07-25T09:01:28Z,tasou_markou,ba,492,53,55,0
2026-07-25T09:01:28Z,peiraios,ab,590,95,71,0
2026-07-25T09:01:28Z,peiraios,ba,590,86,64,0
2026-07-25T10:02:14Z,strovolou,ab,5400,584,504,0
2026-07-25T10:02:14Z,strovolou,ba,4712,492,404,0
2026-07-25T10:02:14Z,tseriou,ab,2555,358,225,0
2026-07-25T10:02:14Z,tseriou,ba,3739,476,372,0
2026-07-25T10:02:14Z,prodromou,ab,2418,284,254,0
2026-07-25T10:02:14Z,prodromou,ba,2414,330,299,0
2026-07-25T10:02:14Z,akropoleos,ab,5010,614,463,0
2026-07-25T10:02:14Z,akropoleos,ba,5145,631,479,0
2026-07-25T10:02:14Z,athalassas,ab,2793,416,282,0
2026-07-25T10:02:14Z,athalassas,ba,7097,705,568,0
2026-07-25T10:02:14Z,lemesou,ab,2014,272,213,0
2026-07-25T10:02:14Z,lemesou,ba,2007,276,196,0
2026-07-25T10:02:14Z,sp_kyprianou,ab,6489,677,585,0
2026-07-25T10:02:14Z,sp_kyprianou,ba,6573,764,627,0
2026-07-25T10:02:14Z,archangelou,ab,7265,597,523,0
2026-07-25T10:02:14Z,archangelou,ba,6911,650,591,0
2026-07-25T10:02:14Z,konstantinoup,ab,2628,305,291,0
2026-07-25T10:02:14Z,konstantinoup,ba,2629,330,313,0
2026-07-25T10:02:14Z,stavrou,ab,2187,268,208,0
2026-07-25T10:02:14Z,stavrou,ba,2245,250,206,0
2026-07-25T10:02:14Z,makedonitissas,ab,3632,445,395,0
2026-07-25T10:02:14Z,makedonitissas,ba,2705,308,290,0
2026-07-25T10:02:14Z,armenias,ab,1079,142,119,0
2026-07-25T10:02:14Z,armenias,ba,1079,185,132,0
2026-07-25T10:02:14Z,arch_kyprianou,ab,1701,248,215,0
2026-07-25T10:02:14Z,arch_kyprianou,ba,1726,284,202,0
2026-07-25T10:02:14Z,a1_motorway,ab,10597,351,349,0
2026-07-25T10:02:14Z,a1_motorway,ba,14048,576,558,0
2026-07-25T10:02:14Z,makariou_lakat,ab,6453,710,558,0
2026-07-25T10:02:14Z,makariou_lakat,ba,6901,746,583,0
2026-07-25T10:02:14Z,griva_digeni,ab,4212,503,441,0
2026-07-25T10:02:14Z,griva_digeni,ba,5350,782,681,0
2026-07-25T10:02:14Z,aglantzias,ab,1775,202,177,0
2026-07-25T10:02:14Z,aglantzias,ba,3098,458,372,0
2026-07-25T10:02:14Z,kranidioti,ab,1458,109,105,0
2026-07-25T10:02:14Z,kranidioti,ba,1652,121,117,0
2026-07-25T10:02:14Z,perimetrikos,ab,2510,242,229,0
2026-07-25T10:02:14Z,perimetrikos,ba,2094,175,164,0
2026-07-25T10:02:14Z,hatziiosif,ab,2049,295,195,0
2026-07-25T10:02:14Z,hatziiosif,ba,2045,283,202,0
2026-07-25T10:02:14Z,perikleous,ab,2238,334,232,0
2026-07-25T10:02:14Z,perikleous,ba,2649,359,273,0
2026-07-25T10:02:14Z,avraamidi,ab,1264,177,140,0
2026-07-25T10:02:14Z,avraamidi,ba,1266,190,150,0
2026-07-25T10:02:14Z,athinon,ab,1573,243,204,0
2026-07-25T10:02:14Z,athinon,ba,1040,228,134,0
2026-07-25T10:02:14Z,tasou_markou,ab,544,76,70,0
2026-07-25T10:02:14Z,tasou_markou,ba,492,53,55,0
2026-07-25T10:02:14Z,peiraios,ab,590,91,71,0
2026-07-25T10:02:14Z,peiraios,ba,590,83,64,0
2026-07-25T10:12:39Z,strovolou,ab,5400,580,504,0
2026-07-25T10:12:39Z,strovolou,ba,4712,490,404,0
2026-07-25T10:12:39Z,tseriou,ab,2555,354,225,0
2026-07-25T10:12:39Z,tseriou,ba,3739,470,372,0
2026-07-25T10:12:39Z,prodromou,ab,2418,282,254,0
2026-07-25T10:12:39Z,prodromou,ba,2414,329,299,0
2026-07-25T10:12:39Z,akropoleos,ab,5010,609,463,0
2026-07-25T10:12:39Z,akropoleos,ba,5145,623,479,0
2026-07-25T10:12:39Z,athalassas,ab,2793,414,282,0
2026-07-25T10:12:39Z,athalassas,ba,7097,702,568,0
2026-07-25T10:12:39Z,lemesou,ab,2014,272,213,0
2026-07-25T10:12:39Z,lemesou,ba,2007,275,196,0
2026-07-25T10:12:39Z,sp_kyprianou,ab,6489,675,585,0
2026-07-25T10:12:39Z,sp_kyprianou,ba,6573,758,627,0
2026-07-25T10:12:39Z,archangelou,ab,7265,594,523,0
2026-07-25T10:12:39Z,archangelou,ba,6911,648,591,0
2026-07-25T10:12:39Z,konstantinoup,ab,2628,305,291,0
2026-07-25T10:12:39Z,konstantinoup,ba,2629,330,313,0
2026-07-25T10:12:39Z,stavrou,ab,2187,266,208,0
2026-07-25T10:12:39Z,stavrou,ba,2245,250,206,0
2026-07-25T10:12:39Z,makedonitissas,ab,3632,443,395,0
2026-07-25T10:12:39Z,makedonitissas,ba,2705,308,290,0
2026-07-25T10:12:39Z,armenias,ab,1079,141,119,0
2026-07-25T10:12:39Z,armenias,ba,1079,185,132,0
2026-07-25T10:12:39Z,arch_kyprianou,ab,1701,248,215,0
2026-07-25T10:12:39Z,arch_kyprianou,ba,1726,282,202,0
2026-07-25T10:12:39Z,a1_motorway,ab,10597,351,349,0
2026-07-25T10:12:39Z,a1_motorway,ba,14048,575,558,0
2026-07-25T10:12:39Z,makariou_lakat,ab,6453,706,558,0
2026-07-25T10:12:39Z,makariou_lakat,ba,6901,742,583,0
2026-07-25T10:12:39Z,griva_digeni,ab,4212,502,441,0
2026-07-25T10:12:39Z,griva_digeni,ba,5350,780,681,0
2026-07-25T10:12:39Z,aglantzias,ab,1775,201,177,0
2026-07-25T10:12:39Z,aglantzias,ba,3098,455,372,0
2026-07-25T10:12:39Z,kranidioti,ab,1458,109,105,0
2026-07-25T10:12:39Z,kranidioti,ba,1652,121,117,0
2026-07-25T10:12:39Z,perimetrikos,ab,2510,242,229,0
2026-07-25T10:12:39Z,perimetrikos,ba,2094,175,164,0
2026-07-25T10:12:39Z,hatziiosif,ab,2049,295,195,0
2026-07-25T10:12:39Z,hatziiosif,ba,2045,280,202,0
2026-07-25T10:12:39Z,perikleous,ab,2238,329,232,0
2026-07-25T10:12:39Z,perikleous,ba,2649,356,273,0
2026-07-25T10:12:39Z,avraamidi,ab,1264,175,140,0
2026-07-25T10:12:39Z,avraamidi,ba,1266,187,150,0
2026-07-25T10:12:39Z,athinon,ab,1573,243,204,0
2026-07-25T10:12:39Z,athinon,ba,1040,228,134,0
2026-07-25T10:12:39Z,tasou_markou,ab,544,76,70,0
2026-07-25T10:12:39Z,tasou_markou,ba,492,53,55,0
2026-07-25T10:12:39Z,peiraios,ab,590,91,71,0
2026-07-25T10:12:39Z,peiraios,ba,590,83,64,0
2026-07-25T10:23:05Z,strovolou,ab,5400,578,504,0
2026-07-25T10:23:05Z,strovolou,ba,4712,489,404,0
2026-07-25T10:23:05Z,tseriou,ab,2555,350,225,0
2026-07-25T10:23:05Z,tseriou,ba,3739,469,372,0
2026-07-25T10:23:05Z,prodromou,ab,2418,281,254,0
2026-07-25T10:23:05Z,prodromou,ba,2414,328,299,0
2026-07-25T10:23:05Z,akropoleos,ab,5010,607,463,0
2026-07-25T10:23:05Z,akropoleos,ba,5145,621,479,0
2026-07-25T10:23:05Z,athalassas,ab,2793,412,282,0
2026-07-25T10:23:05Z,athalassas,ba,7097,702,568,0
2026-07-25T10:23:05Z,lemesou,ab,2014,271,213,0
2026-07-25T10:23:05Z,lemesou,ba,2007,273,196,0
2026-07-25T10:23:05Z,sp_kyprianou,ab,6489,674,585,0
2026-07-25T10:23:05Z,sp_kyprianou,ba,6573,756,627,0
2026-07-25T10:23:05Z,archangelou,ab,7265,593,523,0
2026-07-25T10:23:05Z,archangelou,ba,6911,646,591,0
2026-07-25T10:23:05Z,konstantinoup,ab,2628,305,291,0
2026-07-25T10:23:05Z,konstantinoup,ba,2629,330,313,0
2026-07-25T10:23:05Z,stavrou,ab,2187,266,208,0
2026-07-25T10:23:05Z,stavrou,ba,2245,249,206,0
2026-07-25T10:23:05Z,makedonitissas,ab,3632,442,395,0
2026-07-25T10:23:05Z,makedonitissas,ba,2705,307,290,0
